"","text","cleaned_text","hashtag","tagged_account"
"1403","I just cannot state strongly enough how totally dishonest much of the Media is. Truth doesn’t matter to them they only have their hatred &amp; agenda. This includes fake books which come out about me all the time always anonymous sources and are pure fiction. Enemy of the People!","I just cannot state strongly enough how totally dishonest much of the Media is Truth doesnt matter to them they only have their hatred amp agenda This includes fake books which come out about me all the time always anonymous sources and are pure fiction Enemy of the People","",""
"1404","What’s going on at @CNN is happening to different degrees at other networks - with @NBCNews being the worst. The good news is that Andy Lack(y) is about to be fired(?) for incompetence and much worse. When Lester Holt got caught fudging my tape on Russia they were hurt badly!","Whats going on at  is happening to different degrees at other networks  with  being the worst The good news is that Andy Lacky is about to be fired for incompetence and much worse When Lester Holt got caught fudging my tape on Russia they were hurt badly","","@CNN, @NBCNews"
"1405","The hatred and extreme bias of me by @CNN has clouded their thinking and made them unable to function. But actually as I have always said this has been going on for a long time. Little Jeff Z has done a terrible job his ratings suck &amp; AT&amp;T should fire him to save credibility!","The hatred and extreme bias of me by  has clouded their thinking and made them unable to function But actually as I have always said this has been going on for a long time Little Jeff Z has done a terrible job his ratings suck amp ATampT should fire him to save credibility","","@CNN"
"1406","Watch: Kanye West Says Trump Wants to Be the ‘Greatest President’ for Black Americans https://t.co/ECxTzVNZeG via @BreitbartNews","Watch Kanye West Says Trump Wants to Be the Greatest President for Black Americans ","","@BreitbartNews"
"1407","...charge of the FISA court. He should direct the Presiding Judge Rosemary Collier to hold a hearing haul all of these people from the DOJ &amp; FBI in there &amp; if she finds there were crimes committed and there were there should be a criminal referral by her....” @GreggJarrett","charge of the FISA court He should direct the Presiding Judge Rosemary Collier to hold a hearing haul all of these people from the DOJ amp FBI in there amp if she finds there were crimes committed and there were there should be a criminal referral by her ","","@GreggJarrett"
"1408","“Ohr told the FBI it (the Fake Dossier) wasn’t true it was a lie and the FBI was determined to use it anyway to damage Trump and to perpetrate a fraud on the court to spy on the Trump campaign. This is a fraud on the court. The Chief Justice of the U.S. Supreme Court is in......","Ohr told the FBI it the Fake Dossier wasnt true it was a lie and the FBI was determined to use it anyway to damage Trump and to perpetrate a fraud on the court to spy on the Trump campaign This is a fraud on the court The Chief Justice of the US Supreme Court is in","",""
"1409","“Lanny Davis admits being anonymous source in CNN Report.” @BretBaier  Oh well so much for CNN saying it wasn’t Lanny. No wonder their ratings are so low it’s FAKE NEWS!","Lanny Davis admits being anonymous source in CNN Report   Oh well so much for CNN saying it wasnt Lanny No wonder their ratings are so low its FAKE NEWS","","@BretBaier"
"1410","CNN is being torn apart from within based on their being caught in a major lie and refusing to admit the mistake. Sloppy @carlbernstein a man who lives in the past and thinks like a degenerate fool making up story after story is being laughed at all over the country! Fake News","CNN is being torn apart from within based on their being caught in a major lie and refusing to admit the mistake Sloppy  a man who lives in the past and thinks like a degenerate fool making up story after story is being laughed at all over the country Fake News","","@carlbernstein"
"1411","...of money on joint U.S.-South Korea war games. Besides the President can instantly start the joint exercises again with South Korea and Japan if he so chooses. If he does they will be far bigger than ever before. As for the U.S.–China trade disputes and other...","of money on joint USSouth Korea war games Besides the President can instantly start the joint exercises again with South Korea and Japan if he so chooses If he does they will be far bigger than ever before As for the USChina trade disputes and other","",""
"1412","...differences they will be resolved in time by President Trump and China’s great President Xi Jinping. Their relationship and bond remain very strong.","differences they will be resolved in time by President Trump and Chinas great President Xi Jinping Their relationship and bond remain very strong","",""
"1413","...considerable aid including money fuel fertilizer and various other commodities. This is not helpful! Nonetheless the President believes that his relationship with Kim Jong Un is a very good and warm one and there is no reason at this time to be spending large amounts...","considerable aid including money fuel fertilizer and various other commodities This is not helpful Nonetheless the President believes that his relationship with Kim Jong Un is a very good and warm one and there is no reason at this time to be spending large amounts","",""
"1414","STATEMENT FROM THE WHITE HOUSEPresident Donald J. Trump feels strongly that North Korea is under tremendous pressure from China because of our major trade disputes with the Chinese Government. At the same time we also know that China is providing North Korea with...","STATEMENT FROM THE WHITE HOUSEPresident Donald J Trump feels strongly that North Korea is under tremendous pressure from China because of our major trade disputes with the Chinese Government At the same time we also know that China is providing North Korea with","",""
"1415","#StopTheBias https://t.co/xqz599iQZw"," ","#StopTheBias",""
"1416","How the hell is Bruce Ohr still employed at the Justice Department? Disgraceful!  Witch Hunt!","How the hell is Bruce Ohr still employed at the Justice Department Disgraceful  Witch Hunt","",""
"1417","Consumer Confidence Index just out is the HIGHEST IN 18 YEARS! Also GDP revised upward to 4.2 from 4.1. Our country is doing great!","Consumer Confidence Index just out is the HIGHEST IN 18 YEARS Also GDP revised upward to 42 from 41 Our country is doing great","",""
"1418","White House Counsel Don McGahn will be leaving his position in the fall shortly after the confirmation (hopefully) of Judge Brett Kavanaugh to the United States Supreme Court. I have worked with Don for a long time and truly appreciate his service!","White House Counsel Don McGahn will be leaving his position in the fall shortly after the confirmation hopefully of Judge Brett Kavanaugh to the United States Supreme Court I have worked with Don for a long time and truly appreciate his service","",""
"1419","Martha McSally is an extraordinary woman. She was a very talented fighter jet pilot and is now a highly respected member of Congress. She is Strong on Crime the Border and our  under siege 2nd Amendment. Loves our Military and our Vets. Has my total and complete Endorsement!","Martha McSally is an extraordinary woman She was a very talented fighter jet pilot and is now a highly respected member of Congress She is Strong on Crime the Border and our  under siege 2nd Amendment Loves our Military and our Vets Has my total and complete Endorsement","",""
"1420","When you see “anonymous source” stop reading the story it is fiction!","When you see anonymous source stop reading the story it is fiction","",""
"1421","“Anonymous Sources are really starting to BURN the media.” @FoxNews The fact is that many anonymous sources don’t even exist. They are fiction made up by the Fake News reporters. Look at the lie that Fake CNN is now in. They got caught red handed! Enemy of the People!","Anonymous Sources are really starting to BURN the media  The fact is that many anonymous sources dont even exist They are fiction made up by the Fake News reporters Look at the lie that Fake CNN is now in They got caught red handed Enemy of the People","","@FoxNews"
"1422","Big Election Wins last night! The Republican Party will MAKE AMERICA GREAT AGAIN! Actually it is happening faster than anybody thought possible! It is morphing into KEEP AMERICA GREAT!","Big Election Wins last night The Republican Party will MAKE AMERICA GREAT AGAIN Actually it is happening faster than anybody thought possible It is morphing into KEEP AMERICA GREAT","",""
"1423","“Hillary Clinton and the DNC paid for information from the Russian government to use against her government - there’s no doubt about that!” @TuckerCarlson","Hillary Clinton and the DNC paid for information from the Russian government to use against her government  theres no doubt about that ","","@TuckerCarlson"
"1424","“The Obama people did something that’s never been done...They spied on a rival presidential campaign. Would it be OK if Trump did it next? I am losing faith that our system is on the level. I’m beginning to think it is rotten &amp; corrupt. Scary stuff Obama did.” @TuckerCarlson  DOJ","The Obama people did something thats never been doneThey spied on a rival presidential campaign Would it be OK if Trump did it next I am losing faith that our system is on the level Im beginning to think it is rotten amp corrupt Scary stuff Obama did   DOJ","","@TuckerCarlson"
"1425","Not only did Congressman Ron DeSantis easily win the Republican Primary but his opponent in November is his biggest dream....a failed Socialist Mayor named Andrew Gillum who has allowed crime &amp; many other problems to flourish in his city. This is not what Florida wants or needs!","Not only did Congressman Ron DeSantis easily win the Republican Primary but his opponent in November is his biggest dreama failed Socialist Mayor named Andrew Gillum who has allowed crime amp many other problems to flourish in his city This is not what Florida wants or needs","",""
"1426","Martha McSally running in the Arizona Primary for U.S. Senate was endorsed by rejected Senator Jeff Flake....and turned it down - a first! Now Martha a great U.S. Military fighter jet pilot and highly respected member of Congress WINS BIG. Congratulations and on to November!","Martha McSally running in the Arizona Primary for US Senate was endorsed by rejected Senator Jeff Flakeand turned it down  a first Now Martha a great US Military fighter jet pilot and highly respected member of Congress WINS BIG Congratulations and on to November","",""
"1427","Hillary Clinton’s Emails many of which are Classified Information got hacked by China. Next move better be by the FBI &amp; DOJ or after all of their other missteps (Comey McCabe Strzok Page Ohr FISA Dirty Dossier etc.) their credibility will be forever gone!","Hillary Clintons Emails many of which are Classified Information got hacked by China Next move better be by the FBI amp DOJ or after all of their other missteps Comey McCabe Strzok Page Ohr FISA Dirty Dossier etc their credibility will be forever gone","",""
"1428","New Poll - A majority of Americans think that John Brennan and James Comey should have their Security Clearances Revoked. Not surprised! @FoxNews","New Poll  A majority of Americans think that John Brennan and James Comey should have their Security Clearances Revoked Not surprised ","","@FoxNews"
"1429","Our new Trade Deal with Mexico focuses on FARMERS GROWTH for our country tearing down TRADE BARRIERS JOBS and having companies continue to POUR BACK INTO OUR COUNTRY. It will be a big hit!","Our new Trade Deal with Mexico focuses on FARMERS GROWTH for our country tearing down TRADE BARRIERS JOBS and having companies continue to POUR BACK INTO OUR COUNTRY It will be a big hit","",""
"1430","Add the 2026 World Cup to our long list of accomplishments!","Add the 2026 World Cup to our long list of accomplishments","",""
"1431","Report just out: “China hacked Hillary Clinton’s private Email Server.” Are they sure it wasn’t Russia (just kidding!)? What are the odds that the FBI and DOJ are right on top of this? Actually a very big story. Much classified information!","Report just out China hacked Hillary Clintons private Email Server Are they sure it wasnt Russia just kidding What are the odds that the FBI and DOJ are right on top of this Actually a very big story Much classified information","",""
"1432","Congratulations to Governor Rick Scott of Florida on his conclusive Republican Primary Win. He will be a great Senator!","Congratulations to Governor Rick Scott of Florida on his conclusive Republican Primary Win He will be a great Senator","",""
"1433","Such a fantastic win for Ron DeSantis and the people of the Great State of Florida. Ron will be a fantastic Governor. On to November!","Such a fantastic win for Ron DeSantis and the people of the Great State of Florida Ron will be a fantastic Governor On to November","",""
"1434","https://t.co/H2FiSVxyOF","","",""
"1435","“Consumer confidence pops in August to highest level since October 2000” https://t.co/1Gg5IOtbNa","Consumer confidence pops in August to highest level since October 2000 ","",""
"1436","....results on “Trump News” are from National Left-Wing Media very dangerous. Google &amp; others are suppressing voices of Conservatives and hiding information and news that is good. They are controlling what we can &amp; cannot see. This is a very serious situation-will be addressed!","results on Trump News are from National LeftWing Media very dangerous Google amp others are suppressing voices of Conservatives and hiding information and news that is good They are controlling what we can amp cannot see This is a very serious situationwill be addressed","",""
"1437","Google search results for “Trump News” shows only the viewing/reporting of Fake News Media. In other words they have it RIGGED for me &amp; others so that almost all stories &amp; news is BAD. Fake CNN is prominent. Republican/Conservative &amp; Fair Media is shut out. Illegal? 96% of....","Google search results for Trump News shows only the viewingreporting of Fake News Media In other words they have it RIGGED for me amp others so that almost all stories amp news is BAD Fake CNN is prominent RepublicanConservative amp Fair Media is shut out Illegal 96 of","",""
"1438","I smile at Senators and others talking about how good free trade is for the U.S. What they don’t say is that we lose Jobs and over 800 Billion Dollars a year on really dumb Trade Deals....and these same countries Tariff us to death. These lawmakers are just fine with this!","I smile at Senators and others talking about how good free trade is for the US What they dont say is that we lose Jobs and over 800 Billion Dollars a year on really dumb Trade Dealsand these same countries Tariff us to death These lawmakers are just fine with this","",""
"1439","NASDAQ has just gone above 8000 for the first time in history!","NASDAQ has just gone above 8000 for the first time in history","",""
"1440","“President Trump has done more for minority groups in this country than any president in decades.”  @LouDobbs","President Trump has done more for minority groups in this country than any president in decades  ","","@LouDobbs"
"1441","....results on “Trump News” are from National Left-Wing Media very dangerous. Google &amp; others are suppressing voices of Conservatives and hiding information and news that is good. They are controlling what we can &amp; cannot see. This is a very serious situation-will be addressed!","results on Trump News are from National LeftWing Media very dangerous Google amp others are suppressing voices of Conservatives and hiding information and news that is good They are controlling what we can amp cannot see This is a very serious situationwill be addressed","",""
"1442","Google search results for “Trump News” shows only the viewing/reporting of Fake New Media. In other words they have it RIGGED for me &amp; others so that almost all stories &amp; news is BAD. Fake CNN is prominent. Republican/Conservative &amp; Fair Media  is shut out. Illegal?  96% of...","Google search results for Trump News shows only the viewingreporting of Fake New Media In other words they have it RIGGED for me amp others so that almost all stories amp news is BAD Fake CNN is prominent RepublicanConservative amp Fair Media  is shut out Illegal  96 of","",""
"1443","VOTE FOR RON! https://t.co/80NShvQ73u","VOTE FOR RON ","",""
"1444",".@FLOTUS Melania and I were honored to welcome the President of the Republic of Kenya @UKenyatta and Mrs. Margaret Kenyatta to the @WhiteHouse today! https://t.co/ZU5MovNKt8"," Melania and I were honored to welcome the President of the Republic of Kenya  and Mrs Margaret Kenyatta to the  today ","","@FLOTUS, @UKenyatta, @WhiteHouse"
"1445","RT @FLOTUS: It was a pleasure having @FirstLadyKenya at the @WhiteHouse today.  I enjoyed learning about @BeyondZeroKenya &amp; discussing our…","RT  It was a pleasure having  at the  today  I enjoyed learning about  amp discussing our","","@FLOTUS:, @FirstLadyKenya, @WhiteHouse, @BeyondZeroKenya"
"1446","United States-Mexico Trade Agreement: https://t.co/E1AzveYPli https://t.co/ZYbHt1pD8a","United StatesMexico Trade Agreement ","",""
"1447","Governor Doug Ducey of Arizona is doing a great job. It would be really nice to show your support tomorrow by voting for him in Tuesdays Primary. Doug is strong on Crime the Border and our Second Amendment. Loves our Military &amp; our Vets. He has my full and complete Endorsement.","Governor Doug Ducey of Arizona is doing a great job It would be really nice to show your support tomorrow by voting for him in Tuesdays Primary Doug is strong on Crime the Border and our Second Amendment Loves our Military amp our Vets He has my full and complete Endorsement","",""
"1448","Congressman Ron DeSantis is a special person who has done an incredible job. He is running in Tuesdays Primary for Governor of Florida….Strong on Crime Borders and wants Low Taxes. He will be a great Governor and has my full and total Endorsement!","Congressman Ron DeSantis is a special person who has done an incredible job He is running in Tuesdays Primary for Governor of FloridaStrong on Crime Borders and wants Low Taxes He will be a great Governor and has my full and total Endorsement","",""
"1449","Rick Scott of Florida is doing a fantastic job as Governor. Jobs are pouring into the State and its economic health is better than ever before. He is strong on Crime Borders and loves our Military and Vets. Vote for Rick on Tuesday!","Rick Scott of Florida is doing a fantastic job as Governor Jobs are pouring into the State and its economic health is better than ever before He is strong on Crime Borders and loves our Military and Vets Vote for Rick on Tuesday","",""
"1450","A big deal looking good with Mexico!","A big deal looking good with Mexico","",""
"1451","The Fake News Media worked hard to get Tiger Woods to say something that he didn’t want to say. Tiger wouldn’t play the game - he is very smart. More importantly he is playing great golf again!","The Fake News Media worked hard to get Tiger Woods to say something that he didnt want to say Tiger wouldnt play the game  he is very smart More importantly he is playing great golf again","",""
"1452","Thank you to the great @JimBrownNFL32 perhaps the greatest running back of all time for your wonderful words and support. Since our meeting in New York African-American UNEMPLOYMENT has reached the LOWEST LEVEL IN HISTORY. You get it!","Thank you to the great  perhaps the greatest running back of all time for your wonderful words and support Since our meeting in New York AfricanAmerican UNEMPLOYMENT has reached the LOWEST LEVEL IN HISTORY You get it","","@JimBrownNFL32"
"1453","Over 90% approval rating for your all time favorite (I hope) President within the Republican Party and 52% overall. This despite all of the made up stories by the Fake News Media trying endlessly to make me look as bad and evil as possible. Look at the real villains please!","Over 90 approval rating for your all time favorite I hope President within the Republican Party and 52 overall This despite all of the made up stories by the Fake News Media trying endlessly to make me look as bad and evil as possible Look at the real villains please","",""
"1454","“Mainstream Media tries to rewrite history to credit Obama for Trump accomplishments. Since President Trump took office the economy is booming. The stronger the economy gets the more desperate his critics are. O had weakest recovery since Great Depression.” @WashTimes","Mainstream Media tries to rewrite history to credit Obama for Trump accomplishments Since President Trump took office the economy is booming The stronger the economy gets the more desperate his critics are O had weakest recovery since Great Depression ","","@WashTimes"
"1455","Fantastic numbers on consumer spending released on Friday. Stock Market hits all time high!","Fantastic numbers on consumer spending released on Friday Stock Market hits all time high","",""
"1456","...And it will get as I have always said much better from even here! https://t.co/El26RzBjpG","And it will get as I have always said much better from even here ","",""
"1457","RT @realDonaldTrump: Social Media Giants are silencing millions of people. Can’t do this even if it means we must continue to hear Fake New…","RT  Social Media Giants are silencing millions of people Cant do this even if it means we must continue to hear Fake New","","@realDonaldTrump:"
"1458","RT @realDonaldTrump: Big story out that the FBI ignored tens of thousands of Crooked Hillary Emails many of which are REALLY BAD. Also gav…","RT  Big story out that the FBI ignored tens of thousands of Crooked Hillary Emails many of which are REALLY BAD Also gav","","@realDonaldTrump:"
"1459","RT @realDonaldTrump: ....FISA abuse Christopher Steele &amp; his phony and corrupt Dossier the Clinton Foundation illegal surveillance of Tr…","RT  FISA abuse Christopher Steele amp his phony and corrupt Dossier the Clinton Foundation illegal surveillance of Tr","","@realDonaldTrump:"
"1460","RT @realDonaldTrump: “Department of Justice will not be improperly influenced by political considerations.” Jeff this is GREAT what every…","RT  Department of Justice will not be improperly influenced by political considerations Jeff this is GREAT what every","","@realDonaldTrump:"
"1461","My deepest sympathies and respect go out to the family of Senator John McCain. Our hearts and prayers are with you!","My deepest sympathies and respect go out to the family of Senator John McCain Our hearts and prayers are with you","",""
"1462","Stock Market hit all time high on Friday. Congratulations U.S.A.!","Stock Market hit all time high on Friday Congratulations USA","",""
"1463","Our relationship with Mexico is getting closer by the hour. Some really good people within both the new and old government and all working closely together....A big Trade Agreement with Mexico could be happening soon!","Our relationship with Mexico is getting closer by the hour Some really good people within both the new and old government and all working closely togetherA big Trade Agreement with Mexico could be happening soon","",""
"1464","“The FBI looked at less than 1%” of Crooked’s Emails!","The FBI looked at less than 1 of Crookeds Emails","",""
"1465","“The FBI only looked at 3000 of 675000 Crooked Hillary Clinton Emails.” They purposely didn’t look at the disasters. This news is just out. @FoxNews","The FBI only looked at 3000 of 675000 Crooked Hillary Clinton Emails They purposely didnt look at the disasters This news is just out ","","@FoxNews"
"1466","Big story out that the FBI ignored tens of thousands of Crooked Hillary Emails many of which are REALLY BAD. Also gave false election info. I feel sure that we will soon be getting to the bottom of all of this corruption. At some point I may have to get involved!","Big story out that the FBI ignored tens of thousands of Crooked Hillary Emails many of which are REALLY BAD Also gave false election info I feel sure that we will soon be getting to the bottom of all of this corruption At some point I may have to get involved","",""
"1467",".@LindseyGrahamSC  “Every President deserves an Attorney General they have confidence in. I believe every President has a right to their Cabinet these are not lifetime appointments. You serve at the pleasure of the President.”","  Every President deserves an Attorney General they have confidence in I believe every President has a right to their Cabinet these are not lifetime appointments You serve at the pleasure of the President","","@LindseyGrahamSC"
"1468","Jeff Sessions said he wouldn’t allow politics to influence him only because he doesn’t understand what is happening underneath his command position. Highly conflicted Bob Mueller and his gang of 17 Angry Dems are having a field day as real corruption goes untouched. No Collusion!","Jeff Sessions said he wouldnt allow politics to influence him only because he doesnt understand what is happening underneath his command position Highly conflicted Bob Mueller and his gang of 17 Angry Dems are having a field day as real corruption goes untouched No Collusion","",""
"1469","Michaels Cohen’s attorney clarified the record saying his client does not know if President Trump knew about the Trump Tower meeting (out of which came nothing!). The answer is that I did NOT know about the meeting. Just another phony story by the Fake News Media!","Michaels Cohens attorney clarified the record saying his client does not know if President Trump knew about the Trump Tower meeting out of which came nothing The answer is that I did NOT know about the meeting Just another phony story by the Fake News Media","",""
"1470","Happy birthday Vince you are truly one of the greats! https://t.co/b8zV5MfojY","Happy birthday Vince you are truly one of the greats ","",""
"1471","Great #StateDinner2018 in Ohio tonight! Together we are MAKING AMERICA GREAT AGAIN! https://t.co/ALU1PHEsvh","Great  in Ohio tonight Together we are MAKING AMERICA GREAT AGAIN ","#StateDinner2018",""
"1472","Great to see the Senate working on solutions to end the secrecy around ridiculously high drug prices something I called for in my drug pricing Blueprint. Will now work with the House to help American patients! #AmericanPatientsFirst","Great to see the Senate working on solutions to end the secrecy around ridiculously high drug prices something I called for in my drug pricing Blueprint Will now work with the House to help American patients ","#AmericanPatientsFirst",""
"1473","Congratulations to new Australian Prime Minister Scott Morrison. There are no greater friends than the United States and Australia!","Congratulations to new Australian Prime Minister Scott Morrison There are no greater friends than the United States and Australia","",""
"1474","I spoke with Governor David Ige of Hawaii today to express our full support for the people of Hawaii as the State is impacted by #HurricaneLane. The Federal Government is fully committed to helping the people of Hawaii. https://t.co/P35yAAovIk","I spoke with Governor David Ige of Hawaii today to express our full support for the people of Hawaii as the State is impacted by  The Federal Government is fully committed to helping the people of Hawaii ","#HurricaneLane.",""
"1475","Thank you. I love you Ohio! https://t.co/RQ9Gj0SETz","Thank you I love you Ohio ","",""
"1476","...Secretary Pompeo looks forward to going to North Korea in the near future most likely after our Trading relationship with China is resolved. In the meantime I would like to send my warmest regards and respect to Chairman Kim. I look forward to seeing him soon!","Secretary Pompeo looks forward to going to North Korea in the near future most likely after our Trading relationship with China is resolved In the meantime I would like to send my warmest regards and respect to Chairman Kim I look forward to seeing him soon","",""
"1477","...Additionally because of our much tougher Trading stance with China I do not believe they are helping with the process of denuclearization as they once were (despite the UN Sanctions which are in place)...","Additionally because of our much tougher Trading stance with China I do not believe they are helping with the process of denuclearization as they once were despite the UN Sanctions which are in place","",""
"1478","I have asked Secretary of State Mike Pompeo not to go to North Korea at this time because I feel we are not making sufficient progress with respect to the denuclearization of the Korean Peninsula...","I have asked Secretary of State Mike Pompeo not to go to North Korea at this time because I feel we are not making sufficient progress with respect to the denuclearization of the Korean Peninsula","",""
"1479","https://t.co/0a25gApyJ6","","",""
"1480","Social Media Giants are silencing millions of people. Can’t do this even if it means we must continue to hear Fake News like CNN whose ratings have suffered gravely. People have to figure out what is real and what is not without censorship!","Social Media Giants are silencing millions of people Cant do this even if it means we must continue to hear Fake News like CNN whose ratings have suffered gravely People have to figure out what is real and what is not without censorship","",""
"1481","Ex-NSA contractor to spend 63 months in jail over “classified” information. Gee this is “small potatoes” compared to what Hillary Clinton did! So unfair Jeff Double Standard.","ExNSA contractor to spend 63 months in jail over classified information Gee this is small potatoes compared to what Hillary Clinton did So unfair Jeff Double Standard","",""
"1482","....FISA abuse Christopher Steele &amp; his phony and corrupt Dossier the Clinton Foundation illegal surveillance of Trump Campaign Russian collusion by Dems - and so much more. Open up the papers &amp; documents without redaction? Come on Jeff you can do it the country is waiting!","FISA abuse Christopher Steele amp his phony and corrupt Dossier the Clinton Foundation illegal surveillance of Trump Campaign Russian collusion by Dems  and so much more Open up the papers amp documents without redaction Come on Jeff you can do it the country is waiting","",""
"1483","“Department of Justice will not be improperly influenced by political considerations.” Jeff this is GREAT what everyone wants so look into all of the corruption on the “other side” including deleted Emails Comey lies &amp; leaks Mueller conflicts McCabe Strzok Page Ohr......","Department of Justice will not be improperly influenced by political considerations Jeff this is GREAT what everyone wants so look into all of the corruption on the other side including deleted Emails Comey lies amp leaks Mueller conflicts McCabe Strzok Page Ohr","",""
"1484","Our Economy is setting records on virtually every front - Probably the best our country has ever done. Tremendous value created since the Election. The World is respecting us again! Companies are moving back to the U.S.A.","Our Economy is setting records on virtually every front  Probably the best our country has ever done Tremendous value created since the Election The World is respecting us again Companies are moving back to the USA","",""
"1485","Target CEO raves about the Economy. “This is the best consumer environment I’ve seen in my career.” A big statement from a top executive. But virtually everybody is saying this &amp; when our Trade Deals are made &amp; cost cutting done you haven’t seen anything yet!  @DRUDGE_REPORT","Target CEO raves about the Economy This is the best consumer environment Ive seen in my career A big statement from a top executive But virtually everybody is saying this amp when our Trade Deals are made amp cost cutting done you havent seen anything yet  ","","@DRUDGE_REPORT"
"1486","...And according to Polls would do even better today! https://t.co/NAzQOIFW6o","And according to Polls would do even better today ","",""
"1487","RT @DanScavino: “2020 odds: @realDonaldTrump favored more than every other challenger combined” via @SecretsBedard @dcexaminer https://t.co…","RT  2020 odds  favored more than every other challenger combined via   ","","@DanScavino:, @realDonaldTrump, @SecretsBedard, @dcexaminer"
"1488","...Cindy has voted for our Agenda in the Senate 100% of the time and has my complete and total Endorsement. We need Cindy to win in Mississippi!","Cindy has voted for our Agenda in the Senate 100 of the time and has my complete and total Endorsement We need Cindy to win in Mississippi","",""
"1489",".@cindyhydesmith has helped me put America First! She’s strong on the Wall is helping me create Jobs loves our Vets and fights for our conservative judges..."," has helped me put America First Shes strong on the Wall is helping me create Jobs loves our Vets and fights for our conservative judges","","@cindyhydesmith"
"1490","I have authorized an emergency disaster declaration to provide Hawaii the necessary support ahead of #HurricaneLane. Our teams are closely coordinating with the state and local authorities. You are in our thoughts! https://t.co/lrhwbdUavj","I have authorized an emergency disaster declaration to provide Hawaii the necessary support ahead of  Our teams are closely coordinating with the state and local authorities You are in our thoughts ","#HurricaneLane.",""
"1491","It was my great honor to host the Foreign Investment Risk Review Modernization Act Roundtable today at the @WhiteHouse! https://t.co/TjtI7ddtZM","It was my great honor to host the Foreign Investment Risk Review Modernization Act Roundtable today at the  ","","@WhiteHouse!"
"1492","https://t.co/6ZG0P6FRs5","","",""
"1493","https://t.co/6v90Th0zl1","","",""
"1494","https://t.co/3PAVDdfJJr","","",""
"1495","NO COLLUSION - RIGGED WITCH HUNT!","NO COLLUSION  RIGGED WITCH HUNT","",""
"1496","I have asked Secretary of State @SecPompeo to closely study the South Africa land and farm seizures and expropriations and the large scale killing of farmers. “South African Government is now seizing land from white farmers.” @TuckerCarlson @FoxNews","I have asked Secretary of State  to closely study the South Africa land and farm seizures and expropriations and the large scale killing of farmers South African Government is now seizing land from white farmers  ","","@SecPompeo, @TuckerCarlson, @FoxNews"
"1497","I have asked Secretary of State @MikePompeo4USA to closely study the South Africa land and farm seizures and expropriations and the large scale killing of farmers. “South African Government is now seizing land from white farmers.” @TuckerCarlson  @FoxNews","I have asked Secretary of State  to closely study the South Africa land and farm seizures and expropriations and the large scale killing of farmers South African Government is now seizing land from white farmers   ","","@MikePompeo4USA, @TuckerCarlson, @FoxNews"
"1498","The only thing that I have done wrong is to win an election that was expected to be won by Crooked Hillary Clinton and the Democrats. The problem is they forgot to campaign in numerous states!","The only thing that I have done wrong is to win an election that was expected to be won by Crooked Hillary Clinton and the Democrats The problem is they forgot to campaign in numerous states","",""
"1499","I will be interviewed on @foxandfriends by @ainsleyearhardt tomorrow from 6:00 A.M. to 9:00 A.M.  Enjoy!","I will be interviewed on  by  tomorrow from 600 AM to 900 AM  Enjoy","","@foxandfriends, @ainsleyearhardt"
"1500","RT @Scavino45: Today President Trump welcomed the family of @usairforce Tech. Sgt. John A. Chapman Medal of Honor recipient to the Oval…","RT  Today President Trump welcomed the family of  Tech Sgt John A Chapman Medal of Honor recipient to the Oval","","@Scavino45:, @usairforce"
"1501","https://t.co/15ibBbf34U","","",""
"1502","https://t.co/wYCNmkkaNR","","",""
"1503","Longest bull run in the history of the stock market congratulations America!","Longest bull run in the history of the stock market congratulations America","",""
"1504","https://t.co/mJtO0AFLus","","",""
"1505","https://t.co/OGqKufBeHn","","",""
"1506","Everyone in the path of #HurricaneLane please prepare yourselves heed the advice of State and local officials and follow @NWSHonolulu for updates. Be safe! https://t.co/kCwtL8UxNI","Everyone in the path of  please prepare yourselves heed the advice of State and local officials and follow  for updates Be safe ","#HurricaneLane","@NWSHonolulu"
"1507","Thank you to Democrat Assemblyman Dov Hikind of New York for your very gracious remarks on @foxandfriends for our deporting a longtime resident Nazi back to Germany! Others worked on this for decades.","Thank you to Democrat Assemblyman Dov Hikind of New York for your very gracious remarks on  for our deporting a longtime resident Nazi back to Germany Others worked on this for decades","","@foxandfriends"
"1508","Michael Cohen plead guilty to two counts of campaign finance violations that are not a crime. President Obama had a big campaign finance violation and it was easily settled!","Michael Cohen plead guilty to two counts of campaign finance violations that are not a crime President Obama had a big campaign finance violation and it was easily settled","",""
"1509","A large number of counts ten could not even be decided in the Paul Manafort case. Witch Hunt!","A large number of counts ten could not even be decided in the Paul Manafort case Witch Hunt","",""
"1510","I feel very badly for Paul Manafort and his wonderful family. “Justice” took a 12 year old tax case among other things applied tremendous pressure on him and unlike Michael Cohen he refused to “break” - make up stories in order to get a “deal.” Such respect for a brave man!","I feel very badly for Paul Manafort and his wonderful family Justice took a 12 year old tax case among other things applied tremendous pressure on him and unlike Michael Cohen he refused to break  make up stories in order to get a deal Such respect for a brave man","",""
"1511","If anyone is looking for a good lawyer I would strongly suggest that you don’t retain the services of Michael Cohen!","If anyone is looking for a good lawyer I would strongly suggest that you dont retain the services of Michael Cohen","",""
"1512","Thank you West Virginia. I love you! https://t.co/K1OQ98wOh4","Thank you West Virginia I love you ","",""
"1513","MAKING AMERICA GREAT AGAIN! https://t.co/gZqP81bclE","MAKING AMERICA GREAT AGAIN ","",""
