"","text","cleaned_text","hashtag","tagged_account","filtered"
"264","....his wife and father-in-law (who has the money?) off Scott Free. He lied for this outcome and should in my opinion serve a full and complete sentence.","his wife and fatherinlaw who has the money off Scott Free He lied for this outcome and should in my opinion serve a full and complete sentence","",""," wife  fatherinlaw    money  scott free  lied   outcome     opinion serve  full  complete sentence"
"265","“Michael Cohen asks judge for no Prison Time.” You mean he can do all of the TERRIBLE unrelated to Trump things having to do with fraud big loans Taxis etc. and not serve a long prison term? He makes up stories to get a GREAT &amp; ALREADY reduced deal for himself and get.....","Michael Cohen asks judge for no Prison Time You mean he can do all of the TERRIBLE unrelated to Trump things having to do with fraud big loans Taxis etc and not serve a long prison term He makes up stories to get a GREAT amp ALREADY reduced deal for himself and get","","","michael cohen asks judge   prison time  mean       terrible unrelated  trump things     fraud big loans taxis etc   serve  long prison term  makes  stories  get  great amp already reduced deal    get"
"266","We would save Billions of Dollars if the Democrats would give us the votes to build the Wall. Either way people will NOT be allowed into our Country illegally! We will close the entire Southern Border if necessary. Also STOP THE DRUGS!","We would save Billions of Dollars if the Democrats would give us the votes to build the Wall Either way people will NOT be allowed into our Country illegally We will close the entire Southern Border if necessary Also STOP THE DRUGS","",""," would save billions  dollars   democrats would give us  votes  build  wall either way people    allowed   country illegally   close  entire southern border  necessary also stop  drugs"
"267","I am certain that at some time in the future President Xi and I together with President Putin of Russia will start talking about a meaningful halt to what has become a major and uncontrollable Arms Race. The U.S. spent 716 Billion Dollars this year. Crazy!","I am certain that at some time in the future President Xi and I together with President Putin of Russia will start talking about a meaningful halt to what has become a major and uncontrollable Arms Race The US spent  Billion Dollars this year Crazy","","","  certain    time   future president xi   together  president putin  russia  start talking   meaningful halt    become  major  uncontrollable arms race  us spent  billion dollars  year crazy"
"268","President Xi and I have a very strong and personal relationship. He and I are the only two people that can bring about massive and very positive change on trade and far beyond between our two great Nations. A solution for North Korea is a great thing for China and ALL!","President Xi and I have a very strong and personal relationship He and I are the only two people that can bring about massive and very positive change on trade and far beyond between our two great Nations A solution for North Korea is a great thing for China and ALL","","","president xi      strong  personal relationship       two people   bring  massive   positive change  trade  far beyond   two great nations  solution  north korea   great thing  china  "
"269","Farmers will be a a very BIG and FAST beneficiary of our deal with China. They intend to start purchasing agricultural product immediately. We make the finest and cleanest product in the World and that is what China wants. Farmers I LOVE YOU!","Farmers will be a a very BIG and FAST beneficiary of our deal with China They intend to start purchasing agricultural product immediately We make the finest and cleanest product in the World and that is what China wants Farmers I LOVE YOU","","","farmers      big  fast beneficiary   deal  china  intend  start purchasing agricultural product immediately  make  finest  cleanest product   world     china wants farmers  love "
"270","My meeting in Argentina with President Xi of China was an extraordinary one. Relations with China have taken a BIG leap forward! Very good things will happen. We are dealing from great strength but China likewise has much to gain if and when a deal is completed. Level the field!","My meeting in Argentina with President Xi of China was an extraordinary one Relations with China have taken a BIG leap forward Very good things will happen We are dealing from great strength but China likewise has much to gain if and when a deal is completed Level the field","",""," meeting  argentina  president xi  china   extraordinary one relations  china  taken  big leap forward  good things  happen   dealing  great strength  china likewise  much  gain     deal  completed level  field"
"271","China has agreed to reduce and remove tariffs on cars coming into China from the U.S. Currently the tariff is 40%.","China has agreed to reduce and remove tariffs on cars coming into China from the US Currently the tariff is ","","","china  agreed  reduce  remove tariffs  cars coming  china   us currently  tariff  "
"272","This week Jews around the world will celebrate the miracles of Hanukkah. @FLOTUS Melania and I send our very best wishes for a blessed and Happy Hanukkah! https://t.co/LrnGcc86w4 https://t.co/Kdjeyvkzmb","This week Jews around the world will celebrate the miracles of Hanukkah  Melania and I send our very best wishes for a blessed and Happy Hanukkah ","","@FLOTUS"," week jews around  world  celebrate  miracles  hanukkah  melania   send   best wishes   blessed  happy hanukkah "
"273","....However out of respect for the Bush Family and former President George H.W. Bush we will wait until after the funeral to have a press conference.","However out of respect for the Bush Family and former President George HW Bush we will wait until after the funeral to have a press conference","","","however   respect   bush family  former president george hw bush   wait    funeral    press conference"
"274","I was very much looking forward to having a press conference just prior to leaving Argentina because we have had such great success in our dealing with various countries and their leaders at the G20....","I was very much looking forward to having a press conference just prior to leaving Argentina because we have had such great success in our dealing with various countries and their leaders at the G","","","   much looking forward    press conference  prior  leaving argentina      great success   dealing  various countries   leaders   g"
"275","President George H.W. Bush led a long successful and beautiful life.  Whenever I was with him I saw his absolute joy for life and true pride in his family. His accomplishments were great from beginning to end. He was a truly wonderful man and will be missed by all!","President George HW Bush led a long successful and beautiful life  Whenever I was with him I saw his absolute joy for life and true pride in his family His accomplishments were great from beginning to end He was a truly wonderful man and will be missed by all","","","president george hw bush led  long successful  beautiful life  whenever      saw  absolute joy  life  true pride   family  accomplishments  great  beginning  end    truly wonderful man    missed  "
"276","RT @realDonaldTrump: Statement from President Donald J. Trump and First Lady Melania Trump on the Passing of Former President George H.W. B…","  Statement from President Donald J Trump and First Lady Melania Trump on the Passing of Former President George HW B","","@realDonaldTrump:","  statement  president donald j trump  first lady melania trump   passing  former president george hw b"
"277","Statement from President Donald J. Trump and First Lady Melania Trump on the Passing of Former President George H.W. Bush https://t.co/qxPsp4Ggs7","Statement from President Donald J Trump and First Lady Melania Trump on the Passing of Former President George HW Bush ","","","statement  president donald j trump  first lady melania trump   passing  former president george hw bush "
"278","RT @EPN: En mi último día como Presidente me siento muy honrado de haber participado en la firma del nuevo Tratado Comercial entre México…","  En mi último día como Presidente me siento muy honrado de haber participado en la firma del nuevo Tratado Comercial entre México","","@EPN:","  en mi último día como presidente  siento muy honrado de haber participado en la firma del nuevo tratado comercial entre méxico"
"279","RT @AbeShinzo: アルゼンチンでＧ２０サミットが開幕しました。この機会を活かし、トランプ大統領、モディ首相と、初めてとなる日米印三か国による首脳会談を行いました。「自由で開かれたインド太平洋」という共通の目標に向かって、緊密に連携していくことで一致しました。 htt…","  Ｇ htt","","@AbeShinzo:","  ｇ htt"
"280","RT @TheBlueHouseENG: President Moon (@moonriver365) and President Trump (@realDonaldTrump) reaffirmed their commitment to closely coordinat…","  President Moon  and President Trump  reaffirmed their commitment to closely coordinat","","@TheBlueHouseENG:, @moonriver365), @realDonaldTrump)","  president moon   president trump  reaffirmed  commitment  closely coordinat"
"281","Watch @seanhannity on @FoxNews NOW. Enjoy!","Watch  on  NOW Enjoy","","@seanhannity, @FoxNews","watch     enjoy"
"282","Great day at the #G20Summit in Buenos Aires Argentina. Thank you! https://t.co/4IHvUdOygc","Great day at the  in Buenos Aires Argentina Thank you ","#G20Summit","","great day     buenos aires argentina thank  "
"283","Great reviews on the USMCA - sooo much better than NAFTA!","Great reviews on the USMCA  sooo much better than NAFTA","","","great reviews   usmca  sooo much better  nafta"
"284","To the Great people of Alaska. You have been hit hard by a “big one.” Please follow the directions of the highly trained professionals who are there to help you. Your Federal Government will spare no expense. God Bless you ALL!","To the Great people of Alaska You have been hit hard by a big one Please follow the directions of the highly trained professionals who are there to help you Your Federal Government will spare no expense God Bless you ALL","","","  great people  alaska    hit hard   big one please follow  directions   highly trained professionals     help   federal government  spare  expense god bless  "
"285","Just signed one of the most important and largest Trade Deals in U.S. and World History. The United States Mexico and Canada worked so well together in crafting this great document. The terrible NAFTA will soon be gone. The USMCA will be fantastic for all!","Just signed one of the most important and largest Trade Deals in US and World History The United States Mexico and Canada worked so well together in crafting this great document The terrible NAFTA will soon be gone The USMCA will be fantastic for all","",""," signed one    important  largest trade deals  us  world history  united states mexico  canada worked  well together  crafting  great document  terrible nafta  soon  gone  usmca   fantastic  "
"286","#USMCA🇺🇸🇲🇽🇨🇦 https://t.co/7CYsYBYbd1"," ","#USMCA🇺🇸🇲🇽🇨🇦",""," "
"287","....Lightly looked at doing a building somewhere in Russia. Put up zero money zero guarantees and didn’t do the project. Witch Hunt!","Lightly looked at doing a building somewhere in Russia Put up zero money zero guarantees and didnt do the project Witch Hunt","","","lightly looked    building somewhere  russia put  zero money zero guarantees  didnt   project witch hunt"
"288","Oh I get it! I am a very good developer happily living my life when I see our Country going in the wrong direction (to put it mildly). Against all odds I decide to run for President &amp; continue to run my business-very legal &amp; very cool talked about it on the campaign trail...","Oh I get it I am a very good developer happily living my life when I see our Country going in the wrong direction to put it mildly Against all odds I decide to run for President amp continue to run my businessvery legal amp very cool talked about it on the campaign trail","","","oh  get      good developer happily living  life   see  country going   wrong direction  put  mildly   odds  decide  run  president amp continue  run  businessvery legal amp  cool talked     campaign trail"
"289","Arrived in Argentina with a very busy two days planned. Important meetings scheduled throughout. Our great Country is extremely well represented. Will be very productive!","Arrived in Argentina with a very busy two days planned Important meetings scheduled throughout Our great Country is extremely well represented Will be very productive","","","arrived  argentina    busy two days planned important meetings scheduled throughout  great country  extremely well represented    productive"
"290","Alan Dershowitz: “These are not crimes. He (Mueller) has no authority to be a roving Commissioner. I don’t see any evidence of crimes.”  This is an illegal Hoax that should be ended immediately. Mueller refuses to look at the real crimes on the other side. Where is the IG REPORT?","Alan Dershowitz These are not crimes He Mueller has no authority to be a roving Commissioner I dont see any evidence of crimes  This is an illegal Hoax that should be ended immediately Mueller refuses to look at the real crimes on the other side Where is the IG REPO","","","alan dershowitz    crimes  mueller   authority    roving commissioner  dont see  evidence  crimes     illegal hoax    ended immediately mueller refuses  look   real crimes    side    ig repo"
"291","“This demonstrates the Robert Mueller and his partisans have no evidence not a whiff of collusion between Trump and the Russians. Russian project legal. Trump Tower meeting (son Don) perfectly legal. He wasn’t involved with hacking.”     Gregg Jarrett.  A total Witch Hunt!","This demonstrates the Robert Mueller and his partisans have no evidence not a whiff of collusion between Trump and the Russians Russian project legal Trump Tower meeting son Don perfectly legal He wasnt involved with hacking     Gregg Jarrett  A total Witch Hunt","",""," demonstrates  robert mueller   partisans   evidence   whiff  collusion  trump   russians russian project legal trump tower meeting son  perfectly legal  wasnt involved  hacking     gregg jarrett   total witch hunt"
"292","Just landed in Argentina with @FLOTUS Melania! #G20Summit https://t.co/Zg15gmPazF","Just landed in Argentina with  Melania  ","#G20Summit","@FLOTUS"," landed  argentina   melania  "
"293","As RNC Chair Ronna McDaniel oversaw history defying gains in the Senate and unprecedented fundraising strength. I have asked her to serve another term for my 2020 re-elect because there is no one better for the job!","As RNC Chair Ronna McDaniel oversaw history defying gains in the Senate and unprecedented fundraising strength I have asked her to serve another term for my  reelect because there is no one better for the job","",""," rnc chair ronna mcdaniel oversaw history defying gains   senate  unprecedented fundraising strength   asked   serve another term    reelect     one better   job"
"294","We have been working hard on this - and it’s only going to get better! https://t.co/MtGjmhMO8B","We have been working hard on this  and its only going to get better ","","","   working hard       going  get better "
"295","With all of the new books coming out you can't forget two of the great originals written by @GreggJarrett and @JudgeJeanine Pirro. Their books both went to #1. Go get them now the phony Witch Hunt is well explained!","With all of the new books coming out you cant forget two of the great originals written by  and  Pirro Their books both went to  Go get them now the phony Witch Hunt is well explained","#1.","@GreggJarrett, @JudgeJeanine","    new books coming   cant forget two   great originals written     pirro  books  went   go get    phony witch hunt  well explained"
"296",".@DBongino’s new book ""Spygate: The Attempted Sabotage of Donald J. Trump"" is terrific. He's tough he's smart and he really gets it. His book is on sale now I highly recommend!"," new book Spygate The Attempted Sabotage of Donald J Trump is terrific Hes tough hes smart and he really gets it His book is on sale now I highly recommend","","@DBongino’s"," new book spygate  attempted sabotage  donald j trump  terrific hes tough hes smart   really gets   book   sale   highly recommend"
"297","....They have really done a great job in capturing my long-held views and ideas. This book is on sale now - a terrific read of a really interesting subject!","They have really done a great job in capturing my longheld views and ideas This book is on sale now  a terrific read of a really interesting subject","","","  really done  great job  capturing  longheld views  ideas  book   sale    terrific read   really interesting subject"
"298",".@StephenMoore and Arthur Laffer two very talented men have just completed an incredible book on my Economic Policies or as they call it #TRUMPONOMICS...."," and Arthur Laffer two very talented men have just completed an incredible book on my Economic Policies or as they call it ","#TRUMPONOMICS....","@StephenMoore","  arthur laffer two  talented men   completed  incredible book   economic policies    call  "
"299",".@SteveScalise has written an absolutely fascinating book (BACK IN THE GAME) on the world of D.C. politics and more. He has experienced so much in a short period of time. Few people have had his bravery or courage and he has come all the way back. A big power and great person!"," has written an absolutely fascinating book BACK IN THE GAME on the world of DC politics and more He has experienced so much in a short period of time Few people have had his bravery or courage and he has come all the way back A big power and great person","","@SteveScalise","  written  absolutely fascinating book back   game   world  dc politics     experienced  much   short period  time  people    bravery  courage    come   way back  big power  great person"
"300","....in Argentina with President Vladimir Putin. I look forward to a meaningful Summit again as soon as this situation is resolved!","in Argentina with President Vladimir Putin I look forward to a meaningful Summit again as soon as this situation is resolved","",""," argentina  president vladimir putin  look forward   meaningful summit   soon   situation  resolved"
"301","Based on the fact that the ships and sailors have not been returned to Ukraine from Russia I have decided it would be best for all parties concerned to cancel my previously scheduled meeting....","Based on the fact that the ships and sailors have not been returned to Ukraine from Russia I have decided it would be best for all parties concerned to cancel my previously scheduled meeting","","","based   fact   ships  sailors    returned  ukraine  russia   decided  would  best   parties concerned  cancel  previously scheduled meeting"
"302","Billions of Dollars are pouring into the coffers of the U.S.A. because of the Tariffs being charged to China and there is a long way to go. If companies don’t want to pay Tariffs build in the U.S.A. Otherwise lets just make our Country richer than ever before!","Billions of Dollars are pouring into the coffers of the USA because of the Tariffs being charged to China and there is a long way to go If companies dont want to pay Tariffs build in the USA Otherwise lets just make our Country richer than ever before","","","billions  dollars  pouring   coffers   usa    tariffs  charged  china     long way  go  companies dont want  pay tariffs build   usa otherwise lets  make  country richer  ever "
"303","When will this illegal Joseph McCarthy style Witch Hunt one that has shattered so many innocent lives ever end-or will it just go on forever? After wasting more than $40000000 (is that possible?) it has proven only one thing-there was NO Collusion with Russia. So Ridiculous!","When will this illegal Joseph McCarthy style Witch Hunt one that has shattered so many innocent lives ever endor will it just go on forever After wasting more than  is that possible it has proven only one thingthere was NO Collusion with Russia So Ridiculous","","","   illegal joseph mccarthy style witch hunt one   shattered  many innocent lives ever endor    go  forever  wasting      possible   proven  one thingthere   collusion  russia  ridiculous"
"304","Did you ever see an investigation more in search of a crime? At the same time Mueller and the Angry Democrats aren’t even looking at the atrocious and perhaps subversive crimes that were committed by Crooked Hillary Clinton and the Democrats. A total disgrace!","Did you ever see an investigation more in search of a crime At the same time Mueller and the Angry Democrats arent even looking at the atrocious and perhaps subversive crimes that were committed by Crooked Hillary Clinton and the Democrats A total disgrace","","","  ever see  investigation   search   crime    time mueller   angry democrats arent even looking   atrocious  perhaps subversive crimes   committed  crooked hillary clinton   democrats  total disgrace"
"305","General Motors is very counter to what other auto and other companies are doing. Big Steel is opening and renovating plants all over the country. Auto companies are pouring into the U.S. including BMW which just announced a major new plant. The U.S.A. is booming!","General Motors is very counter to what other auto and other companies are doing Big Steel is opening and renovating plants all over the country Auto companies are pouring into the US including BMW which just announced a major new plant The USA is booming","","","general motors   counter    auto   companies   big steel  opening  renovating plants    country auto companies  pouring   us including bmw   announced  major new plant  usa  booming"
"306","So much happening with the now discredited Witch Hunt. This total Hoax will be studied for years!","So much happening with the now discredited Witch Hunt This total Hoax will be studied for years","",""," much happening    discredited witch hunt  total hoax   studied  years"
"307","Sebastian Gorka a very talented man who I got to know well while he was working at the White House has just written an excellent book “Why We Fight.” Much will be learned from this very good read!","Sebastian Gorka a very talented man who I got to know well while he was working at the White House has just written an excellent book Why We Fight Much will be learned from this very good read","","","sebastian gorka   talented man   got  know well    working   white house   written  excellent book   fight much   learned    good read"
"308","On behalf of @FLOTUS Melania and the entire Trump family I want to wish you all a very MERRY CHRISTMAS! May this Christmas Season bring peace to your hearts warmth to your homes cheer to your spirits and JOY TO THE WORLD! #NCTL2018🎄 https://t.co/XNMJQ5JDSU","On behalf of  Melania and the entire Trump family I want to wish you all a very MERRY CHRISTMAS May this Christmas Season bring peace to your hearts warmth to your homes cheer to your spirits and JOY TO THE WORLD  ","#NCTL2018🎄","@FLOTUS"," behalf   melania   entire trump family  want  wish     merry christmas may  christmas season bring peace   hearts warmth   homes cheer   spirits  joy   world  "
"309","Steel Dynamics announced that it will build a brand new 3 million ton steel mill in the Southwest that will create 600 good-paying U.S. JOBS. Steel JOBS are coming back to America just like I predicted. Congratulations to Steel Dynamics!","Steel Dynamics announced that it will build a brand new  million ton steel mill in the Southwest that will create  goodpaying US JOBS Steel JOBS are coming back to America just like I predicted Congratulations to Steel Dynamics","","","steel dynamics announced    build  brand new  million ton steel mill   southwest   create  goodpaying us jobs steel jobs  coming back  america  like  predicted congratulations  steel dynamics"
"310",".....and G.M. would not be closing their plants in Ohio Michigan &amp; Maryland. Get smart Congress. Also the countries that send us cars have taken advantage of the U.S. for decades. The President has great power on this issue - Because of the G.M. event it is being studied now!","and GM would not be closing their plants in Ohio Michigan amp Maryland Get smart Congress Also the countries that send us cars have taken advantage of the US for decades The President has great power on this issue  Because of the GM event it is being studied now","",""," gm would   closing  plants  ohio michigan amp maryland get smart congress also  countries  send us cars  taken advantage   us  decades  president  great power   issue     gm event    studied "
"311","The reason that the small truck business in the U.S. is such a go to favorite is that for many years Tariffs of 25% have been put on small trucks coming into our country. It is called the “chicken tax.” If we did that with cars coming in many more cars would be built here.....","The reason that the small truck business in the US is such a go to favorite is that for many years Tariffs of  have been put on small trucks coming into our country It is called the chicken tax If we did that with cars coming in many more cars would be built here","",""," reason   small truck business   us    go  favorite    many years tariffs     put  small trucks coming   country   called  chicken tax      cars coming  many  cars would  built "
"312","RT @charliekirk11: WOW - if a conservative said this they would be boycotted and not allowed back in the public arena — Hillary said “all b…","  WOW  if a conservative said this they would be boycotted and not allowed back in the public arena  Hillary said all b","","@charliekirk11:","  wow    conservative said   would  boycotted   allowed back   public arena  hillary said  b"
"313","RT @dbongino: What the hell is this? 👇🏻 https://t.co/3haUa6XMRe","  What the hell is this  ","","@dbongino:","    hell    "
"314","RT @MikePenceVP: I'm thankful for every day Hillary Clinton is not President!","  Im thankful for every day Hillary Clinton is not President","","@MikePenceVP:","  im thankful  every day hillary clinton   president"
"315","RT @The_Trump_Train: Will CNN ever ask Border Patrol agents how they felt having large rocks chucked at them by criminal illegals?","  Will CNN ever ask Border Patrol agents how they felt having large rocks chucked at them by criminal illegals","","@The_Trump_Train:","   cnn ever ask border patrol agents   felt  large rocks chucked    criminal illegals"
"316","RT @The_Trump_Train: Illegals can get up to $3874 a month under Federal Assistance program. Our social security checks are on average $120…","  Illegals can get up to  a month under Federal Assistance program Our social security checks are on average ","","@The_Trump_Train:","  illegals  get     month  federal assistance program  social security checks   average "
"317","RT @The_Trump_Train: If GM doesn't want to keep their jobs in the United States they should pay back the $11.2 billion bailout that was fu…","  If GM doesnt want to keep their jobs in the United States they should pay back the  billion bailout that was fu","","@The_Trump_Train:","   gm doesnt want  keep  jobs   united states   pay back   billion bailout   fu"
"318","RT @The_Trump_Train: https://t.co/FWJRNzBUB3","  ","","@The_Trump_Train:","  "
"319","While the disgusting Fake News is doing everything within their power not to report it that way at least 3 major players are intimating that the Angry Mueller Gang of Dems is viciously telling witnesses to lie about facts &amp; they will get relief. This is our Joseph McCarthy Era!","While the disgusting Fake News is doing everything within their power not to report it that way at least  major players are intimating that the Angry Mueller Gang of Dems is viciously telling witnesses to lie about facts amp they will get relief This is our Joseph McCarthy Era","","","  disgusting fake news   everything within  power   report   way  least  major players  intimating   angry mueller gang  dems  viciously telling witnesses  lie  facts amp   get relief    joseph mccarthy era"
"320","Congratulations to Senator Cindy Hyde-Smith on your big WIN in the Great State of Mississippi. We are all very proud of you!","Congratulations to Senator Cindy HydeSmith on your big WIN in the Great State of Mississippi We are all very proud of you","","","congratulations  senator cindy hydesmith   big win   great state  mississippi     proud  "
"321","Brenda Snipes in charge of voting in Broward County Florida was just spotted wearing a beautiful dress with 300 I VOTED signs on it. Just kidding she is a fine very honorable and highly respected voting tactician!","Brenda Snipes in charge of voting in Broward County Florida was just spotted wearing a beautiful dress with  I VOTED signs on it Just kidding she is a fine very honorable and highly respected voting tactician","","","brenda snipes  charge  voting  broward county florida   spotted wearing  beautiful dress    voted signs    kidding    fine  honorable  highly respected voting tactician"
"322","The Mueller Witch Hunt is a total disgrace. They are looking at supposedly stolen Crooked Hillary Clinton Emails (even though they don’t want to look at the DNC Server) but have no interest in the Emails that Hillary DELETED &amp; acid washed AFTER getting a Congressional Subpoena!","The Mueller Witch Hunt is a total disgrace They are looking at supposedly stolen Crooked Hillary Clinton Emails even though they dont want to look at the DNC Server but have no interest in the Emails that Hillary DELETED amp acid washed AFTER getting a Congressional Subpoena","",""," mueller witch hunt   total disgrace   looking  supposedly stolen crooked hillary clinton emails even though  dont want  look   dnc server    interest   emails  hillary deleted amp acid washed  getting  congressional subpoena"
"323","Very disappointed with General Motors and their CEO Mary Barra for closing plants in Ohio Michigan and Maryland. Nothing being closed in Mexico &amp; China. The U.S. saved General Motors and this is the THANKS we get! We are now looking at cutting all @GM subsidies including....","Very disappointed with General Motors and their CEO Mary Barra for closing plants in Ohio Michigan and Maryland Nothing being closed in Mexico amp China The US saved General Motors and this is the THANKS we get We are now looking at cutting all  subsidies including","","@GM"," disappointed  general motors   ceo mary barra  closing plants  ohio michigan  maryland nothing  closed  mexico amp china  us saved general motors     thanks  get    looking  cutting   subsidies including"
"324","....for electric cars. General Motors made a big China bet years ago when they built plants there (and in Mexico) - don’t think that bet is going to pay off. I am here to protect America’s Workers!","for electric cars General Motors made a big China bet years ago when they built plants there and in Mexico  dont think that bet is going to pay off I am here to protect Americas Workers","",""," electric cars general motors made  big china bet years ago   built plants    mexico  dont think  bet  going  pay      protect americas workers"
"325","Polls are open in Mississippi. We need Cindy Hyde-Smith in Washington. GO OUT AND VOTE. Thanks!","Polls are open in Mississippi We need Cindy HydeSmith in Washington GO OUT AND VOTE Thanks","","","polls  open  mississippi  need cindy hydesmith  washington go   vote thanks"
"326","....terrible Gang of Angry Democrats. Look at their past and look where they come from. The now $30000000 Witch Hunt continues and they’ve got nothing but ruined lives. Where is the Server? Let these terrible people go back to the Clinton Foundation and “Justice” Department!","terrible Gang of Angry Democrats Look at their past and look where they come from The now  Witch Hunt continues and theyve got nothing but ruined lives Where is the Server Let these terrible people go back to the Clinton Foundation and Justice Department","","","terrible gang  angry democrats look   past  look   come     witch hunt continues  theyve got nothing  ruined lives    server let  terrible people go back   clinton foundation  justice department"
"327","....The Fake News Media builds Bob Mueller up as a Saint when in actuality he is the exact opposite. He is doing TREMENDOUS damage to our Criminal Justice System where he is only looking at one side and not the other. Heroes will come of this and it won’t be Mueller and his...","The Fake News Media builds Bob Mueller up as a Saint when in actuality he is the exact opposite He is doing TREMENDOUS damage to our Criminal Justice System where he is only looking at one side and not the other Heroes will come of this and it wont be Mueller and his","",""," fake news media builds bob mueller    saint   actuality    exact opposite    tremendous damage   criminal justice system     looking  one side     heroes  come     wont  mueller  "
"328","The Phony Witch Hunt continues but Mueller and his gang of Angry Dems are only looking at one side not the other. Wait until it comes out how horribly &amp; viciously they are treating people ruining lives for them refusing to lie. Mueller is a conflicted prosecutor gone rogue....","The Phony Witch Hunt continues but Mueller and his gang of Angry Dems are only looking at one side not the other Wait until it comes out how horribly amp viciously they are treating people ruining lives for them refusing to lie Mueller is a conflicted prosecutor gone rogue","",""," phony witch hunt continues  mueller   gang  angry dems   looking  one side    wait   comes   horribly amp viciously   treating people ruining lives   refusing  lie mueller   conflicted prosecutor gone rogue"
"329","RT @GOP: “Tomorrow the voters of this state will cast their ballots in one of the most important Senate elections of your lives—of all of…","  Tomorrow the voters of this state will cast their ballots in one of the most important Senate elections of your livesof all of","","@GOP:","  tomorrow  voters   state  cast  ballots  one    important senate elections   livesof  "
"330","RT @GOP: “Only with a strong Senate GOP majority can we defend your tax cuts defend your Second Amendment protect your Medicare and Socia…","  Only with a strong Senate GOP majority can we defend your tax cuts defend your Second Amendment protect your Medicare and Socia","","@GOP:","     strong senate gop majority   defend  tax cuts defend  second amendment protect  medicare  socia"
"331","RT @GOP: “I need the great people of Mississippi to send a message to… the radical Democrats by electing @cindyhydesmith.” -@realDonaldTrum…","  I need the great people of Mississippi to send a message to the radical Democrats by electing  ","","@GOP:, @cindyhydesmith.”, @realDonaldTrum…","   need  great people  mississippi  send  message   radical democrats  electing  "
"332","....starts today election is on December 4th. @VoteBradRaff is tough on Crime and Borders Loves our Military and Vets. He will be great for jobs!","starts today election is on December th  is tough on Crime and Borders Loves our Military and Vets He will be great for jobs","","@VoteBradRaff","starts today election   december th   tough  crime  borders loves  military  vets    great  jobs"
"333","Brad Raffensperger will be a fantastic Secretary of State for Georgia - will work closely with @BrianKempGA. It is really important that you get out and vote for Brad - early voting....","Brad Raffensperger will be a fantastic Secretary of State for Georgia  will work closely with  It is really important that you get out and vote for Brad  early voting","","@BrianKempGA.","brad raffensperger    fantastic secretary  state  georgia   work closely     really important   get   vote  brad  early voting"
"334","While CNN doesn’t do great in the United States based on ratings outside of the U.S. they have very little competition. Throughout the world CNN has a powerful voice portraying the United States in an unfair....","While CNN doesnt do great in the United States based on ratings outside of the US they have very little competition Throughout the world CNN has a powerful voice portraying the United States in an unfair","",""," cnn doesnt  great   united states based  ratings outside   us    little competition throughout  world cnn   powerful voice portraying  united states   unfair"
"335","....and false way. Something has to be done including the possibility of the United States starting our own Worldwide Network to show the World the way we really are GREAT!","and false way Something has to be done including the possibility of the United States starting our own Worldwide Network to show the World the way we really are GREAT","",""," false way something    done including  possibility   united states starting   worldwide network  show  world  way  really  great"
"336","On the ten-year anniversary of the Mumbai terror attack the U.S. stands with the people of India in their quest for justice. The attack killed 166 innocents including six Americans. We will never let terrorists win or even come close to winning!","On the tenyear anniversary of the Mumbai terror attack the US stands with the people of India in their quest for justice The attack killed  innocents including six Americans We will never let terrorists win or even come close to winning","","","  tenyear anniversary   mumbai terror attack  us stands   people  india   quest  justice  attack killed  innocents including six americans   never let terrorists win  even come close  winning"
"337","....hundreds of people closely involved with my campaign who never met saw or spoke to a Russian during this period? So many campaign workers people inside from the beginning ask me why they have not been called (they want to be). There was NO Collusion &amp; Mueller knows it!","hundreds of people closely involved with my campaign who never met saw or spoke to a Russian during this period So many campaign workers people inside from the beginning ask me why they have not been called they want to be There was NO Collusion amp Mueller knows it","","","hundreds  people closely involved   campaign  never met saw  spoke   russian   period  many campaign workers people inside   beginning ask       called  want      collusion amp mueller knows "
"338","When Mueller does his final report will he be covering all of his conflicts of interest in a preamble will he be recommending action on all of the crimes of many kinds from those “on the other side”(whatever happened to Podesta?) and will he be putting in statements from.....","When Mueller does his final report will he be covering all of his conflicts of interest in a preamble will he be recommending action on all of the crimes of many kinds from those on the other sidewhatever happened to Podesta and will he be putting in statements from","",""," mueller   final report    covering    conflicts  interest   preamble    recommending action     crimes  many kinds      sidewhatever happened  podesta     putting  statements "
"339","Mexico should move the flag waving Migrants many of whom are stone cold criminals back to their countries. Do it by plane do it by bus do it anyway you want but they are NOT coming into the U.S.A. We will close the Border permanently if need be. Congress fund the WALL!","Mexico should move the flag waving Migrants many of whom are stone cold criminals back to their countries Do it by plane do it by bus do it anyway you want but they are NOT coming into the USA We will close the Border permanently if need be Congress fund the WALL","","","mexico  move  flag waving migrants many    stone cold criminals back   countries    plane    bus   anyway  want     coming   usa   close  border permanently  need  congress fund  wall"
"340","....children from parents as did Bush etc. because that is the policy and law. I tried to keep them together but the problem is when you do that vast numbers of additional people storm the Border. So with Obama seperation is fine but with Trump it’s not. Fake 60 Minutes!","children from parents as did Bush etc because that is the policy and law I tried to keep them together but the problem is when you do that vast numbers of additional people storm the Border So with Obama seperation is fine but with Trump its not Fake  Minutes","","","children  parents   bush etc     policy  law  tried  keep  together   problem      vast numbers  additional people storm  border   obama seperation  fine   trump   fake  minutes"
